19.46,93,0,1009,3.1,0,18.4
18.93,93,0,1009,3.1,0,18.2
18.69,93,72,1009,2.1,0,17.8
19.76,88,63,1009,3.7,0,17.9
18.52,96,42,1010,0.89,0,17.7
18.27,95,35,1010,4.25,0,17.7
17.78,96,0,1010,0.89,0,17.6
17.72,97,0,1011,4.37,0,17.3
18.39,89,0,1010,4.1,0,18.2
21.18,83,0,1011,0.89,1.69,20.3
23.94,75,0,1012,0.45,3.89,24.3
26.19,67,0,1012,0.89,6.72,28.6
28.7,59,0,1012,0.45,9.59,33.1
29.5,54,0,1012,0.89,11.63,35.7
29.5,47,0,1011,3.47,11.63,38
32.29,41,0,1012,0.89,11.31,39.5
32.84,39,0,1012,0.89,8.99,40.4
32.78,37,0,1011,0.89,5.98,39.7
32.2,34,5,1010,4.25,5.98,37.7
30.25,43,11,1012,0.89,1.28,34.2
30.49,38,18,1011,6.4,1.28,30.8
26.42,48,37,1012,6.84,0.18,27.5
22.71,53,64,1017,2.68,0,24.5
20.73,53,70,1019,0.89,0,19.9
19.38,55,100,1020,0.89,0,19.3
18.58,57,100,1021,0.89,0,18.1
16.84,61,94,1021,0.89,0,16.6
15.17,65,95,1021,0.89,0,15.1
13.82,71,76,1021,0.45,0,13.6
13.73,59,70,1021,6.77,0,11.8
11.91,74,0,1022,0.89,0,11.5
11.05,77,0,1022,0.45,0,11
12.29,71,0,1022,5.76,0.48,11.8
13.95,64,0,1023,0.89,1.67,15.5
15.86,59,0,1023,0.89,3.82,19
17.54,51,0,1023,0.45,6.68,25.7
19.75,42,0,1023,0.89,9.52,27.2
19.73,38,0,1022,3.57,9.52,30.6
21.43,38,0,1023,1.79,12.21,32.6
21.11,52,0,1022,1.79,11.2,33.7
21.44,46,0,1021,5.45,11.2,32.7
21.67,47,0,1021,1.79,5.83,30.1
21.36,46,0,1020,0.89,3.13,28.6
20.8,51,0,1020,2.24,1.26,27.2
20.21,49,0,1019,5.69,1.26,23.4
18.02,58,0,1020,0.89,0,19.6
16.91,60,0,1020,0.45,0,16.9
16.73,62,0,1019,5.97,0,15
16.55,64,0,1019,6.44,0,14.7
15.5,75,0,1021,5.88,0,13.9
14.93,78,0,1020,5.38,0,13.6
15.04,85,0,1019,5.36,0,13.1
16.05,74,0,1019,0.89,0,13.1
16.05,76,0,1019,0.89,0,12.4
16.05,79,0,1019,0.89,0,12.1
15.81,80,0,1018,0.89,0,11.9
16.73,76,0,1019,1.34,0.47,13.1
16.83,73,0,1018,4.47,0.47,17.9
19.14,69,0,1019,1.79,3.65,21.3
20.56,67,0,1018,1.34,6.08,26.4
22.22,64,0,1018,0.89,8.65,27.5
23.7,59,49,1017,0.89,10.49,29.5
24.2,56,45,1016,0.89,11.67,31.8
25.06,54,35,1015,1.79,10.7,34.3
26.48,49,0,1015,1.34,8.45,35.6
26.98,48,0,1014,1.79,5.73,34.9
27.6,35,0,1013,0.89,3.08,33.6
26.73,49,0,1012,0.45,1.25,31.6
25.25,57,0,1012,0.45,0.31,29
22.78,70,0,1012,0.89,0,25.7
